generation,HV_mean,HV_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_best,MinEmis_best,MinTime_best,MinCost_mean,MinCost_std,MinEmis_mean,MinEmis_std,MinTime_mean,MinTime_std,boost_triggered_best
21,0.14789000000000002,0.09927835840034155,0.5737980523913545,0.20332566251643058,0.061540316718073834,0.02734717795198061,1.0,0.0,1.0,0.0,5566851.267481321,4920179149.27971,413.2192857142857,5616409.949405023,116185.99190730574,4936663761.246462,62054197.13957554,414.1234444444443,3.963452266997032,0
22,0.14789000000000002,0.09927835840034155,0.5737980523913545,0.20332566251643058,0.061540316718073834,0.02734717795198061,1.0,0.0,1.0,0.0,5566851.267481321,4920179149.27971,413.2192857142857,5589904.34997019,108148.96112892676,4933355155.092681,62297518.60862668,413.59349999999995,3.7838742823784504,0
23,0.14789000000000002,0.09927835840034155,0.5737980523913545,0.20332566251643058,0.061540316718073834,0.02734717795198061,1.0,0.0,1.0,0.0,5566851.267481321,4920179149.27971,413.2192857142857,5577115.680815369,105157.87820327375,4921588288.74257,50337441.8579171,413.5408333333333,3.6710448468228662,0
24,0.14789000000000002,0.09927835840034155,0.5737980523913545,0.20332566251643058,0.061540316718073834,0.02734717795198061,1.0,0.0,1.0,0.0,5566026.682267516,4920179149.27971,413.2192857142857,5568210.038149337,101905.01698632298,4915475916.511631,51028579.49631134,413.5408333333333,3.6710448468228662,0
25,0.25482600000000005,0.10844084004961722,0.3918143614004882,0.15369656309474639,0.04557793487282982,0.029339844297583066,1.0,0.0,1.0,0.0,5566026.682267516,4920179149.27971,412.12095238095236,5549578.941709671,88961.50901661982,4909467554.660905,44150394.51440421,413.50422222222215,3.679536048043091,0
26,0.25482600000000005,0.10844084004961722,0.3918143614004882,0.15369656309474639,0.04557793487282982,0.029339844297583066,1.0,0.0,1.0,0.0,5509837.628985538,4905462361.416619,412.12095238095236,5538798.2731233295,86117.07924991754,4904489878.89949,44048516.40028787,413.2818333333333,3.4617384242860343,0
27,0.25482600000000005,0.10844084004961722,0.3918143614004882,0.15369656309474639,0.04557793487282982,0.029339844297583066,1.0,0.0,1.0,0.0,5509837.628985538,4905462361.416619,412.12095238095236,5529390.722974448,79459.95688829359,4899673995.800462,42102832.30006318,413.23765079365074,3.3733075019027683,0
28,0.25482600000000005,0.10844084004961722,0.3918143614004882,0.15369656309474639,0.04557793487282982,0.029339844297583066,1.0,0.0,1.0,0.0,5509837.628985538,4905462361.416619,412.12095238095236,5520879.247394352,76922.11607231827,4896145088.348327,39995253.05141021,413.23765079365074,3.3733075019027683,0
29,0.25482600000000005,0.10844084004961722,0.3918143614004882,0.15369656309474639,0.04557793487282982,0.029339844297583066,1.0,0.0,1.0,0.0,5507515.411235393,4903909814.342973,412.12095238095236,5516216.845773191,73875.21909269772,4890267223.88326,37512860.53506013,413.08666666666664,3.2206039225353833,0
30,0.3626066666666667,0.09477786652073479,0.2714322671114625,0.09108886222152336,0.036555849821006334,0.01686526724613505,1.0,0.0,1.0,0.0,5505244.174272722,4903909814.342973,412.12095238095236,5505830.033770555,70389.27427526764,4887172771.861629,33064210.52876833,413.08666666666664,3.2206039225353833,0
