generation,HV_norm_mean,HV_norm_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_bestrun,MinTime_h_bestrun,boost_triggered_bestrun,vio_miss_alloc_mean,vio_miss_tt_mean,vio_cap_excess_mean,vio_late_teu_h_mean,vio_wait_teu_h_mean
101,0.066056514375131,0.13480427813907886,1.2076661118398178,0.472619076530799,0.00387271330016834,0.009347173806803341,1.0,0.0,1.0,0.0,5366064.658479752,407.8542857142857,0,0.0,0.0,0.0,1162.0431567843998,148380.55751463224
102,0.066056514375131,0.13480427813907886,1.2076661118398178,0.472619076530799,0.00387271330016834,0.009347173806803341,1.0,0.0,1.0,0.0,5366064.658479752,407.8542857142857,0,0.0,0.0,0.0,1161.731670685441,148365.75863305622
103,0.066056514375131,0.13480427813907886,1.2076661118398178,0.472619076530799,0.00387271330016834,0.009347173806803341,1.0,0.0,1.0,0.0,5366064.658479752,407.8542857142857,0,0.0,0.0,0.0,1161.626560012593,148430.4331100918
104,0.066056514375131,0.13480427813907886,1.2076661118398178,0.472619076530799,0.00387271330016834,0.009347173806803341,1.0,0.0,1.0,0.0,5366064.658479752,407.8542857142857,0,0.0,0.0,0.0,1161.633861560177,148399.19683149562
105,0.06975293052627202,0.1366773301530237,1.1848831302718186,0.47220876578892446,0.0028681556794685507,0.00534726150780121,1.0,0.0,1.0,0.0,5366064.658479752,407.8542857142857,0,0.0,0.0,0.0,1161.6436577935642,148339.47642295234
106,0.06975293052627202,0.1366773301530237,1.1848831302718186,0.47220876578892446,0.0028681556794685507,0.00534726150780121,1.0,0.0,1.0,0.0,5365913.788304732,407.8542857142857,0,0.0,0.0,0.0,1161.6993804740653,148327.3188122568
107,0.06975293052627202,0.1366773301530237,1.1848831302718186,0.47220876578892446,0.0028681556794685507,0.00534726150780121,1.0,0.0,1.0,0.0,5365913.788304732,407.8542857142857,0,0.0,0.0,0.0,1161.6711585812034,148243.3172101067
108,0.06975293052627202,0.1366773301530237,1.1848831302718186,0.47220876578892446,0.0028681556794685507,0.00534726150780121,1.0,0.0,1.0,0.0,5365913.788304732,407.8542857142857,0,0.0,0.0,0.0,1161.615922018776,148202.04274979408
109,0.06975293052627202,0.1366773301530237,1.1848831302718186,0.47220876578892446,0.0028681556794685507,0.00534726150780121,1.0,0.0,1.0,0.0,5365913.788304732,407.8542857142857,0,0.0,0.0,0.0,1161.6144350597283,148118.61878529255
110,0.07174033759379353,0.13873896213945483,1.1732921092202073,0.4742497347790741,0.0026898064526509557,0.005963061277254605,1.0,0.0,1.0,0.0,5365480.515146449,407.8542857142857,0,0.0,0.0,0.0,1161.5516605784646,148280.45648427997
111,0.07174033759379353,0.13873896213945483,1.1732921092202073,0.4742497347790741,0.0026898064526509557,0.005963061277254605,1.0,0.0,1.0,0.0,5365480.515146449,407.8542857142857,0,0.0,0.0,0.0,1161.5745864000917,148252.71908704445
